,리뷰,평점,라벨링,predicted,score
9780,진짜 찐 마늘빵입니다~  맛있어요,4.5,1,9,0.9556241035461426
9781,"동생이랑 지인 선물주려고 방문했어요  레드벨벳이랑 말차는 인당 두개씩만 가능해요ㅎㅎ 쿠키 담아주는 직원 불친절해요  빨리 고르라는 식으로 눈치주고 신경질적인듯요 상자 따로 달라
니까 안된다고 하고 여기 시스템 좀 이해불가요 전에 동생이 사다줘서 먹어봤는데 맛 대비 비싸고 선물용이에요  가게 앞에 공간도 있던데 차 가지고 오는 사람들 편의를 생각했으면 더 좋았
겠단 생각이 들었어요~ 그러면서 주변에서 민원 들어온다고 그러는건 좀… 별로 다음부턴 이용하고 싶지 않아요",2.5,0,0,0.2889224886894226
9782,쏘쏘여,3.0,0,5,0.5638223886489868
9783,마늘빵 꼭 드세요!!!,4.0,1,9,0.8736587762832642
9784,"곱창 막창 대창 염통으로 구성된 모듬 먹었어용
돌판에 바삭하게 익혀서 소스에 찍어 먹는게 참 맛있더라고요 ㅎㅎ
전골만 먹어보고 구이는 처음인데 누린내 안나서 맛있게 잘 먹었습니당",4.5,1,9,0.8667834401130676
9785,"눈꽃빙수, 커피, 천도복숭아주스 모두 너무 맛있고 훌륭했습니다~~먹어보고 맛있어서 빵들도 여러 종류 포쟁했네요^^",5.0,1,9,0.9468259215354919
9786,진짜 맛있게 먹었어요 여자친구도 매우 만족하고 가네요 ㅎㅎ 빵이 특히 맛있었던것 같아요~!,5.0,1,9,0.9690470099449158
9787,가성비 좋은 맛집!,5.0,1,9,0.6926568150520325
9788,친절하세요,3.5,0,6,0.3079959452152252
9789,산방산 바로밑에있는 뷰맛집카페 주차공간도 넓고 좌석간격도 넓어서 제대로 힐링되요 1층야외공간도 지하1층 야외공간도 좋네요 자리에앉아서 산방산 바라볼수있어 만족스러워요,5.0,1,9,0.9578471779823303
9790,제주 떠나기전 들린 마지막 식당!! 추천합니당!!,4.5,1,9,0.9522454142570496
9791,맛잇엇어요 늘 가도 만족하는곳인데 에이드는 기본탄산으로 리필해주길..,4.0,1,9,0.7885503172874451
9792,너무너무 좋았어요 특히 두번째 음료♡♡,5.0,1,9,0.9715913534164429
9793,강아지들과 즐거운 식사했습니다,5.0,1,9,0.554186999797821
9794,"제주도 도착하자마자 달려서 먹은맛집
기대가너무컸었나?  그래도 만족!",4.0,1,9,0.437517374753952
9795,성수동 가고 싶었는데 연남에 생겨서 포장했는데 친절하시고 친구랑 저는 쉬림프 픽이고 다른 친구 하나는 제스티갈릭 픽ㅎㅎ,5.0,1,9,0.9435915350914001
9796,뷰맛집이에요 ㅋㅋㅋ 근데 가격이 넘 쎄요 ㅠ,4.0,1,6,0.37155771255493164
9797,음식은 만족합니다 피클을 너무작게주셔서 어러번 다시 달라고 하는 불편함은 있었습니다,4.0,1,6,0.4555128514766693
9798,알디프 2021 여름코스 정말 최고 최소 3번 재방문 의사 있음 마지막 메뉴가 원픽입니다 봄시즌도 좋았지만 역시 여름코스는 시즌 강자네요,5.0,1,9,0.9759411811828613
9799,"고기랑 해산물이랑 같이 먹을수있어서 너무좋았고 
딱새우도 너무맛있었어요 ㅠㅠ 담에 꼭 다시가고싶은 고깃집입니다 완전 맛집 추천드릴게용 !!",5.0,1,9,0.9770101308822632
9800,정말 맛있어요,3.5,0,9,0.7946540117263794
9801,전날에 술먹고 해장하러 왔는데 해장국도 맛있고 불고기도 맛있고 밥은 더 맛있네욤 ㅎㅎ 해장도 거하게 됐습니당ㅎㅎ 다음에 제주도 오면 또 올게요~,5.0,1,9,0.9548237919807434
9802,"정돈이 정돈했다
근데 먹다보니 뭔가 느끼해서 다는 못 먹었어요",4.0,1,5,0.470794141292572
9803,식물많고 분위기 좋아용 ^^,5.0,1,9,0.7796831130981445
9804,친구들이랑 갔는데 너무 맛있어서 배부르게 잘 먹었어요!! ㅎㅎ 강추입니당,5.0,1,9,0.9740885496139526
9805,웨이팅은 길었지만 역시 좋으네여 고추절임이랑 먹으면 정말 맛있어여 근데 돈까스가 예전보단 작아진거 같은데 기분탓일까요 그래도 맛은 정말 좋아요,5.0,1,7,0.3364517390727997
9806,"제주 해장국의 최강자 
제주식 고사리육개장은 정말 맛있음",5.0,1,9,0.6891308426856995
9807,너무 깔끔한 맛에 반했습니다 속초해수욕장이랑 너무 잘 어울리는 젤라또래요~,5.0,1,9,0.9639744758605957
9808,두번째 방문이에요 냉동고에 넣어두고 에어프라이기 데워먹으니 맛있더라구요!!한번 먹으면 계속 생각나는 맛입니다,5.0,1,9,0.9160134792327881
9809,최애 앙버터 너무너무 맛있어요,4.0,1,9,0.9218260645866394
9810,아침먹기 좋네요,4.5,1,9,0.7174322605133057
9811,"목살,삼겹살이 대박 맛있다. 잘굽는 직원이 다 구워준다 웨이팅이 좀길어서 느긋하게 먹긴힘들다 빨리먹고 나가야하는 느낌은 아쉬움",4.5,1,9,0.4171576499938965
9812,"꼬로나땜에 신경쓰여서 방문 포장해왔어요
남겼다가 두번 먹을 수 있어서 좋아요 ㅋ",4.5,1,9,0.5998831987380981
9813,"시큼한 맛이 과할까봐 걱정했는데, 허니콤보 느낌+끝에 귤 향이 살짝 나는 맛이네요ㅎㅎ 잘먹었습니다~",4.0,1,9,0.6245802640914917
9814,서비스도굿,5.0,1,9,0.6571395397186279
9815,"두번째방문!
삼합, 버섯매운탕, 고추장육회 다 맛있네요
사장님 서비스도 짱짱👍🏻",5.0,1,9,0.9719125032424927
9816,맛있어요!,5.0,1,9,0.49331730604171753
9817,설명도 넘 잘해주시고 친절합니다! 물론 맛도 좋아요 ㅎㅎ,5.0,1,9,0.9234744310379028
9818,맛있어요 분위기 좋아요,4.5,1,9,0.578702986240387
9819,금요일이라 바빠사 서빙이 좀 늦은감은 있었지만 맛있어요,4.0,1,7,0.3422427177429199
9820,선물했는데 다들 맛있다고 평이 좋네요. 다만 조금 비싼거 같아요ㅠㅠ 15개사면 16000원 정도 해주시면 어떨까 싶네요ㅠㅠ,5.0,1,7,0.3089345693588257
9821,맛있어요! 기대한 것보다 레스토랑 분위기도 좋도 서버분도 친절하시네요 :-) 음식도 맛있고 빵이 중독성 있어요!!!,4.5,1,9,0.8358244895935059
9822,아메리카노도 그린티라떼도 맛있는데 디저트는 딱딱하고 오래된 맛이 남,4.0,1,6,0.4354358911514282
9823,평일인데 한시간 기다리래요 ㅜㅜ,2.5,0,0,0.5521717071533203
9824,냉우동 여기서 처음 먹어봤는데 맛있어서 다음에 또 이용하려구용😆👍,5.0,1,9,0.9482664465904236
9825,비려요,0.5,0,0,0.4015383720397949
9826,신메뉴들 다 맛있습니다! 직원분들도 친절하시고 매장 분위기도 너무 좋네요~ ,5.0,1,9,0.959020733833313
9827,여기 사장님 친절 그 자체. 그리고 음식맛도 정말 맛있어요. 이틀 연속 갔어요ㅎㅎ,5.0,1,9,0.9759732484817505
9828,너무 맛있게 먹고가요!!! 맛도 중요하지만 직원들이 너무 친절해요!!! 기분좋게 먹고놀다가요 다음주 소곱창 2인분 예약이요,5.0,1,9,0.9675086736679077
9829,"굿~~
매장도 이쁘고 음식도 맛나요",5.0,1,9,0.7385216355323792
9830,굿,5.0,1,5,0.32669615745544434
9831,모듬순대 포장해서 먹었는데 맛있어요,5.0,1,9,0.5813594460487366
9832,진짜맛있어요 제주올때마다 꼭 들릅니다,5.0,1,9,0.9741616249084473
9833,"카운터 진짜 불친절하네요
다신안감",0.5,0,0,0.7515626549720764
9834,ㅡ,5.0,1,5,0.40467724204063416
9835,맛있는데 매장이 너무 더워서 땀 뻘뻘 흘리면서 먹음..,4.5,1,5,0.4232284128665924
9836,우삼겹이 너무 맛있엇어요ㅠㅠ,5.0,1,9,0.7171254754066467
9837,맛있게 잘 먹었습니다,5.0,1,6,0.29394280910491943
9838,레어초코케이크 맛나요. 얼그레이도 맛있고 커피와 잘 어울리고 분위기도 좋아요.,5.0,1,9,0.7783066630363464
9839,빵도 케이크도 맛있네요,5.0,1,9,0.6486054062843323
9840,"분위기도 좋고. 가격도 ㄱㅊ. 나만 알고 싶은 그런 공간. 사장님이 친절하십니다. 굿!!!
샹그리아. 아이스까바. 스튜감바스. 삼겹살구이. 
추천.",4.5,1,9,0.5963869094848633
9841,성석동의 핫플레이스~ 커피 끝내주게 맛있는 카페~ 👍,5.0,1,9,0.9322372078895569
9842,너무너무너무 좋아요~^^,5.0,1,9,0.9392447471618652
9843,직원분들 정말 친절하시고 음식도 가성비가 괜찮은것같아요!,5.0,1,9,0.9157931208610535
9844,경관이 너무 아름다웠네요,5.0,1,9,0.6379644870758057
9845,남자친구 지인이 추천해줘서 남자친구랑 방문했는데 옴마.. 진짜 기대이상임 이제 매주 남자친구랑 데이트할때 여기서 밥먹을꺼임,5.0,1,9,0.9767686128616333
9846,분위기도 맛도 맛이지만 매우 친절하게 해주셔서 매우 만족했습니다,5.0,1,9,0.9664321541786194
9847,빵도 커피도 굿~,5.0,1,9,0.5964775681495667
9848,"신제품 바나나푸딩도.촉촉하니 맛있습니다~
오늘도 덕분에 행복♡",4.5,1,9,0.9647770524024963
9849,위치는 나쁘지 않다. 맛도 가격도 분위기도 아쉽다. ㅜㅜ,1.5,0,5,0.5317658185958862
9850,"해산물 원래 안좋아하는데도 맛있게 먹었네요~
사장님이 친절하시고 설명도 잘해주셨어요! 오랜만에 맛있게 잘 먹고 갑니다~~
",5.0,1,9,0.9662952423095703
9851,마늘바게트 진짜 맛있습니다! 다른빵도 맛있어요,5.0,1,9,0.74102783203125
9852,친절하세요^^완전 제스타일 가성비 짱,5.0,1,9,0.9446437954902649
9853,커피맛있어요~,4.0,1,9,0.4107699692249298
9854,오마카세 너무너무 맛있었어요~쉐프님도 친절하시고 좋았구요,5.0,1,9,0.9276850819587708
9855,경치가 끝내줘용,4.0,1,9,0.7819430232048035
9856,"가격비쌈 맛그냥그럼
뷰는좋은데 더워서 실내에있음",3.0,0,5,0.49866247177124023
9857,친절해요!! 브런치메뉴 맛있습니다. 파스타는 조금 짠듯,4.5,1,7,0.3274964392185211
9858,에코백이 너무 예쁘고 제주만의 느낌 살린 독특한 굿즈가 많아요!,3.5,0,9,0.827075719833374
9859,뷰맛집입니다 루프탑도 좋네요~~,5.0,1,9,0.6851093769073486
9860,너무 맛있게 잘먹었습니다 ㅎㅎ 다음에 또 방문 하겠습니다,5.0,1,9,0.9549544453620911
9861,맛있어요 ㅎㅎ,4.0,1,9,0.6466944217681885
9862,"풍경도 이쁘고 맛도 있어서 기분 좋게 먹고 갑니당 !
다음에 또 오고싶어요 !!",5.0,1,9,0.9413083791732788
9863,좋은시간보냈어요~^^,5.0,1,9,0.45586642622947693
9864,맛있어요  직원? 사장님? 모두 친절하시구요  양이 적어보였는데 먹다보니 적당했어요  느끼한거 잘 못먹으면  카라이로 먹는거 추천,5.0,1,9,0.7329610586166382
9865,좋아요,3.0,0,5,0.350778728723526
9866,인생라면!!!,5.0,1,9,0.956274151802063
9867,국물이 개운해서 좋았습니다!,4.5,1,9,0.6629689931869507
9868,"분위기도 맛도 너무 좋았어요
와인 핸들링도 너무 잘해주셔서 굿굿",5.0,1,9,0.9522736668586731
9869,부평 마라탕은 이완마라탕 ,5.0,1,9,0.6538401246070862
9870,대존맛 황맛,5.0,1,9,0.9742699861526489
9871,진짜 맛있고 음식들은 그림처럼 예뻐서 먹기 아까울 정도에요ㅠㅠ,4.5,1,9,0.9739190340042114
9872,"생방송투데이에 나온 속초해변 맛집이라길래 기대하고 방문하였지만 정말 별로였습니다 (사진은 예쁘게 나오네용 ㅋㅋ꙼̈) 특히 소스 맛이 좀 쉰내가 나고 미지근했어요 그리고 회도 큰가시가
 많아서 먹다가 입안을 찔러서 많이 당황했네요 씹을수있는 크기가 아니였어요 ~ 직원분들은 친절한데 맛이 정말 별로네요 그냥 칼국수 먹을껄하고 후회했어요 ",2.0,0,0,0.5053255558013916
9873,개인적으로는 마늘바게트는 무난 에멘탈이 완전 짱맛!! 에멘탈은 무조건 드시길... 안그러면 후회하실듯요..,5.0,1,9,0.5751500129699707
9874,굿굿,5.0,1,6,0.3150111436843872
9875,"#도삭면 #꿔바로우 #소룡포
양진짜많고 배부릅니다",5.0,1,9,0.903907060623169
9876,기대이하였어요 주문하자마자 바로 나와서 좋아했는데 버거가 이렇게 차가울수있나싶었네요 너무 커서 먹기도 불편하고 잘라먹으면 고기패티만 다 뭉개지고 찢긴다고해야하나...? 비쥬얼만 좋고 맛은 별로,2.0,0,3,0.28251081705093384
9877,굳,5.0,1,9,0.2895396947860718
9878,오래 기다려서 먹을 만한 맛은아님,3.5,0,5,0.5496177673339844
9879,음식이 맛있고 깔끔하게 잘 나와서 좋았습니다. 그리고 코로나로 걱정되는 시기에 들어가자마자 마유비누로 손 씻으라고 안내해주신 종업원분들이 계셔서 안심하고 이용할 수 있었습니다^^ 번창하세요~!! ,5.0,1,9,0.9298744797706604
9880,마늘빵 맛있어요,5.0,1,9,0.41883882880210876
9881,오랜만에 제대로 된 스끼야끼집 찾았습니다!! 일산호수공원에 갔다가 아이들이랑 함께 저녁먹을 때 찾아보다가 한 번 가봤는데 소고기라 그런지 아이들도 너무 잘먹고 무엇보다 야채무한리필은 정말 최고네요..ㅡㅜ ㅋㅋ  사장님이랑 직원분들이 하나부터 열까지 다 챙겨주셔서 정말 편안하게 밥 잘~~먹고 왔습니다!!^^ 다음에는 부모님도 모시고 다시 오고싶네요!! 사업 번창하세요~!^^,5.0,1,9,0.9756776094436646
9882,"시외버스터미널 바로 뒤에, 맛도 괜찮고 분위기도 좋고",4.0,1,9,0.5812317132949829
9883,맛있어용 ♥️♥️♥️♥️,5.0,1,9,0.8877187967300415
9884,"오픈전이 갔는데두 , 두 분 다 너무 친절하게 해주셔서 너무 감사했습니다! 재방문 의사 있습니다 ㅎㅎ",5.0,1,9,0.9740933179855347
9885,좋아요,4.5,1,5,0.350778728723526
9886,"진심... 우리나라 돈까스 맛집으로 임명하고 싶어요. 고기도 야채도 신선해요. 입천장 좀 조심해야하지만, 돈까스랑 치즈돈까스 모두 맛있어요!! 남편은 돈까스 매니아고 치즈돈까스 별로 안 좋아한다는데, 온오프꺼는 너무 맛있다고 정말 잘 먹었다네요. 거기다 뷰맛집...♡ 온오프 먹으러 우도 갈 가치 있어요. 오스트리아 빈에서 먹었던 슈니첼과 일본 도쿄에서 먹었던 돈까스랑 대한민국 제주도 우도에서 먹었던 온오프랑 기록해둘거에요. 너무 행복했어요♡",5.0,1,9,0.97483891248703
9887,고기맛도좋고 된장찌개도 맛있어요,5.0,1,9,0.7611196637153625
9888,"B코스. 식사 중간 말하지 않아도 챙겨주시고 친절하셔서 기분좋게 먹었습니다. 빨리 먹고 나왔다면 다시 가고 싶을만큼 좋았을텐데.. 마무리가 좀 아쉬웠습니다. 브레이크 타임은 3시 부터로 알고 있었습니다. 2시 50분이라는 안내는 사전에 받지 못했고,  2시 50분에 나가야 된다고 다른 테이블에 이야기 하시는게 들려 먹다가 초조했고 손님이 나가길 기다렸단듯이 1층, 2층 직원이 우르르 오셔서 상을 치우시니 디저트는 코로 먹는지.. 허겁지겁.. 빨리 나가줘야겠다..직원들도 쉬어야하니.. 그럴거면 브레이크 타임은 2시 50분으로 정해두시는게 나을 것 같아요. 원래 좀 천천히 먹는지라.. 영업시간 때문에 저녁보다 여유있게 먹고 싶어 갔었는데 빨리 먹고 나와야 할 것 같아요. 빠르게 먹고 나오실 수 있는분 추천해요.",4.0,1,6,0.41302308440208435
9889,맛있게 잘 먹고 갑니다~!!,5.0,1,9,0.7572609186172485
9890,"식전빵부터 시작해서 음식맛이 너무 맛있어요!!!
손님도 많아서 예약하길 잘했다는 생각이 들고 2명이서 메뉴 3개 싹쓸이입니다^^",5.0,1,9,0.9724948406219482
9891,"제주와서 먹은 음식중에 제일 기억에 남아요.
비록 홀 직원들끼리 다투느냐고 손님부름에 응대가 많이 늦어졌지만 맛은 좋아요. 담부턴 배달이나 포장만 할까봐요",5.0,1,9,0.33397674560546875
9892,"미리 주문 ㅎㅐ놓고 해변에서 노시는게
좋아요~",5.0,1,6,0.3316057324409485
9893,"부산사는 지인 추천받아서 가봤는데 인테리어와 맛 모두 너무너무 만족스러웠어요~~ 직원분들도 친절하게 먹는법 다 알려주시고~ 다만 랍스타는 좀 별로라서 추천하고 싶지는 않고, 딱새우와 라면은 완전 강추에요!!",4.0,1,9,0.9170308709144592
9894,콩국이 특색있어요 1번이 맛있네요,5.0,1,7,0.2952980399131775
9895,"뷰 맛집, 빵 맛집, 분위기 맛집",4.5,1,9,0.6811484098434448
9896,전에 다른곳과 비교해서 먹어본후 확연한 차이를 느끼고 또 방문했습니다. 앞으론 초당순두부는 이집만 올거임,4.5,1,9,0.9421420693397522
9897,정말로 훌륭한 맛입니다!! 최고최고 이 식당 정말 조아여,5.0,1,9,0.9742912650108337
9898,좋아요,5.0,1,5,0.350778728723526
9899,친절하고 맛있어요,5.0,1,9,0.6714564561843872
9900,완 순두부 전골!,5.0,1,9,0.8925272226333618
9901,매장안에도 완전 깨끗하시구 요즘 다시 코로나 돌잖아요 ㅠㅠ 코로나 수칙도 완전 잘 지켜주세용,5.0,1,9,0.9386405348777771
9902,오늘도  친절한 소녀같은 사장님과   커피는 맛있다 . 소확행 즐기기 좋은곳ㅎㅎ,5.0,1,9,0.9249431490898132
9903,"맛은 그냥저냥 평타
염도조절가능해서 좋음",3.5,0,5,0.5030210018157959
9904,직원분들이 너무너무 친절하시고 안주도 저렴한데 짱 맛있어요! 여러개 시켜먹기 좋습니다~ 맥주는 말할것도 없이 시원하고 좋아요!! 1000cc맥주가 있는거 처음알았네여ㅎㅎㅎ,5.0,1,9,0.9731115698814392
9905,숨은 맛집 재료가 많이 안들어 갔는데도 완젼 맛있네요~ 경주 갈때마다 들러야겠네요ㅎ 한옥으로 넘나 이쁜 사장님도 넘나 친절하시고~,5.0,1,9,0.9755226373672485
9906,고기가 무제한이라 좋아요! ,5.0,1,9,0.46067723631858826
9907,"너무 맛있어요~
그리고 비싸요ㅠㅠ",4.5,1,9,0.6461129188537598
9908,유명한  곳인지 맛나요,4.0,1,7,0.26444804668426514
9909,해장국 말고도 육개장도 넘 시원하고 얼큰하니 맛있어요 ㅎㅎ 저번 방문때 해장국으로 해장 제대로 하고 가서 이번에도 재방문했네요. 직원분도 친절하시고 매장도 청결해서 좋습니다!,5.0,1,9,0.9684112668037415
9910,카운터직원분 넘 불친절,3.0,0,3,0.2408008575439453
9911,분위기 굿 커피맛 굿,5.0,1,9,0.4744212329387665
9912,"왜 여길 이제서야 갔는지,, 넘 맛있어요!! 앞으로 마라 땡길때는 라라관!",5.0,1,9,0.9700432419776917
9913,빵이 맛있어요!,4.0,1,9,0.26256856322288513
9914,샹들리에도 이쁘고 배경음악도 좋네요,5.0,1,9,0.8693793416023254
9915,마농바게트 진짜 넘 맛나요,5.0,1,9,0.9235206842422485
9916,점심 특선 괜찮아요!,4.5,1,6,0.38551342487335205
9917,진짜 대 핵존맛 맛집 내일 점심때 다른 일정 포기하고서라도 올까 고민중임. 진지하다.,5.0,1,9,0.9753240346908569
9918,좋아유 뷰가짱,5.0,1,9,0.5752809047698975
9919,"민물장어, 바다장어 다 ㅈㅁㅌ이에여💓💓 장어탕 땡초국수도 맛잇구  사장님이 너무 잘 구어주셔서 편하게 맛잇게 먹었어요>< 쪽파랑 밑반찬도 넘맛나구 새싹산삼주? 넘 맛잇엇는데 안
파신대서 넘 아쉽 ㅜㅜ 그냥 자주 갈게여ㅋㅋㅋㅋ 그리구 진짜 심하게 사장님이랑 어머님 친절하세요👍🏻👍🏻💛",5.0,1,9,0.9400899410247803
9920,맛있었네요 갈치퉈김 더 먹을걸 ㅠㅠ,4.0,1,9,0.7837198972702026
9921,분위기도 음악도 뷰도 맛도 너무너무 좋았습니다!!! 또 예약할께요!!,5.0,1,9,0.9732603430747986
9922,주차만 해결되면 좋겠어요,4.0,1,6,0.4367390275001526
9923,맛있네요,5.0,1,6,0.33380407094955444
9924,너무 맛있었어요! 음식이 다 신선하고 특색있어서 좋았어요,4.5,1,9,0.9558087587356567
9925,잘먹었습니다,4.0,1,6,0.3229454755783081
9926,당케 맛있고 분위기 굿,4.5,1,9,0.829094409942627
9927,괜찮더라구요 ㅠㅠ,5.0,1,6,0.38291946053504944
9928,줄이 김. 안심 돈가스 맛있음,4.5,1,7,0.32875266671180725
9929,좋아요,5.0,1,5,0.350778728723526
9930,가성비최고!!!,5.0,1,9,0.6340193152427673
9931,친절하시고 음식도 맛있어요😋💛,5.0,1,9,0.9501323103904724
9932,자주 오는 곳. 가볍게 먹기좋은 저렴이 슈도 좋네요ㅎㅎ 오작 오백원!!,5.0,1,9,0.3262821435928345
9933,정말 맛있어요  비냉과 갈비찜,5.0,1,9,0.7813495397567749
9934,신선하고 맛있어요^^ 자주 오고싶은 집입니다ㅎㅎ,5.0,1,9,0.9480850100517273
9935,분위기좋아요,4.5,1,9,0.3321765661239624
9936,비오는 날은 오지마세요. 바깥 뷰는 좋지만 야외에 앉을 수 있을때 좋아요 비에 다 젖어 못앉아서 아쉽네요. 카페안이 북적거려서 정신이없어요 사람도 너무많고 자리도없고..,4.0,1,5,0.4927598834037781
9937,부모님 모시고 점심 먹었는데 너무 좋아하셨어요 다음에 또 오려구요,5.0,1,9,0.9622416496276855
9938,맛있고 친절합니다,4.0,1,9,0.776200532913208
9939,분위기는 좋아요! 시즌메뉴 같은것도 좋았습니다.,3.0,0,7,0.3407443165779114
9940,"뷰가 진짜 좋아요 뒤에 산방산을 끼고있어서~
근데 사람이 정말 많아서 자리잡기도 힘들어요😂",5.0,1,7,0.33806297183036804
9941,진짜 존맛이에용!!! 양도 대박 많아여,5.0,1,9,0.9715418219566345
9942,맛나요,4.5,1,6,0.32718315720558167
9943,뷰도 좋았고 가성비도 좋아어요  담에 재방문하고 싶어요,4.0,1,9,0.9146153926849365
9944,음식도 맛있고 직원분들도 친절하시고 좋았던 시간이었습니다. 자주와도 항상 좋은기억많은 곳입니다^^ ,5.0,1,9,0.9699833393096924
9945,생각보다 클스마스에 손님이 적어서 괜히 예약햇나 싶엇는데 군만두서비스가 있어서 좋앗습니다,4.0,1,9,0.33750101923942566
9946,늘 먹던 오동통 닭발로 돌아왔ㅇㅓ요ㅠㅠㅠㅠ진짜 존맛,5.0,1,9,0.974168062210083
9947,솔직한후기 입니다 저 직업이 요리사입니다.요리만 15년했구요 업종은 다르지만 이곳은 정말 진심으로 정성이 느껴지는곳  입니다 반찬한가지한가지 마트품목이아닌 손으로 하나하나 정성들여 만든곳이고 하나를보면 열을안다고 육개장만의 깊은 맛과 메밀이 들어가서 뒷맛이 깔끔하고 처음부터 다먹는 그순간까지 맛있다는 생각이 끊이지가않았습니다.요리사가아닌 일반고객들께서도 맛보셔도 저와같은생각일거라는 확신이 서네요 정말 맛있게 잘먹고 갑니다,5.0,1,9,0.9750199913978577
9948,맛나요,4.5,1,6,0.32718315720558167
9949,마늘바게트 맛집,4.0,1,9,0.41057881712913513
9950,스테이크가 살짝 퍽퍽 하지만 맛나요,4.0,1,7,0.35071510076522827
9951,"삼계탕 맛있어요~
벌써 16년째 먹고 있어요^^
합정역 진짜 맛집!!",5.0,1,9,0.9479281902313232
9952,"생활의달인 맛집이예요
스콘 정말 굿",5.0,1,9,0.9436228275299072
9953,"고기가 부드럽고 드레싱이 잘 어울리네요^^
잘 먹었습니다~!!😁",5.0,1,9,0.8232428431510925
9954,종류별로 시켰는데 다 맛있었어요. 후식 밀크푸딩까지  다 맛있는 식사였습니다. 주문하고 기다리는 시간이 좀 길었어요,4.0,1,9,0.7484564185142517
9955,포장했는데 순두부가 거의없고 물만 가득...;;;; 장사 잘되서 그런가 봄 다른데 가야지ㅜ,1.0,0,0,0.3725305497646332
9956,부평일보러갔다가.해물탕거리가있길래 네이버후기보고.들른곳 해물탕소.양도푸짐하고.해산물도신선하고 너무맛나서.아침부터.낮술마셨네요ㅎ 건너편해물탕집도같은집이라고하니. 참고하셔서가셔도될듯,4.5,1,9,0.9685471057891846
9957,"별 10개 주고 싶은 최애빵집!! 마농 바게뜨는 전국 쵝오!! 제주도 갈 때마다 무조건 들리는 집! 마농바게트와 인절미빵, 메이플 프로마쥬는 꼭 먹어보세요^^ 마농바게트가 매대에 없다고 실망하지 마세요~ 계속 나옵니다^^",5.0,1,9,0.9717696309089661
9958,"또 곱창이 그리워서 ...
이번엔 돼지 곱창과 막창",5.0,1,9,0.2866043150424957
9959,"내부 분위기가 겨울 느낌이라 이 시기에 딱 맞았었어요! 로제 파스타는 여태 먹은 로제 파스타 중에 가장 맛있었고, 아란치니도 정말 괜찮았어요! 양고기 수블라키를 먹었는데 혹시라도 향이 익숙치 않으면 다른 고기를 시키는것도 괜찮을 거 같아요! 저는 양고기 향 괜찮아서 괜찮게 먹었는데, 어머니는 향이 안맞다고 하면서 몇 입하시고는 놓으시긴 했어요. 하지만 전체적인 분위기 평균 디쉬 퀄리티 모두 만족스러워서 별 5개 드립니다~",5.0,1,9,0.7171940207481384
9960,아주 굿,4.5,1,9,0.7570026516914368
9961,"주인아주머님 너무 친절하고 맛있어요~~
메뉴 세개시키고 둘이 배터지게 먹었어요! 강추입니당
노을맛집!",5.0,1,9,0.9765550494194031
9962,운중 호수에 자리잡고 있어 호수풍경과 잘 어울리는 카페입니다.,4.0,1,9,0.7320507168769836
9963,개인적으로 목살 삼겹살은 홍대 무한리필 식당중 최고 입니다!,5.0,1,9,0.881542444229126
9964,생각보다 별로,3.0,0,5,0.4533768594264984
9965,빵 종류도 많고 너무 맛있는 예쁜 카페!! 다음에 또 올게요,5.0,1,9,0.9685796499252319
9966,"아침부터 물회 먹음 ㅋㅋ
리뷰쓰고 초콜릿 받기~",3.5,0,9,0.9456116557121277
9967,카페는 이뻐요! 테이블이 생각보다 별로 없었어요. 그래도 야외에 앉을 수 있는 나무의자? 들이 있었어요. 음료는 맛있었어요,4.0,1,6,0.4571119248867035
9968,카페 인테리어 너무 이뻐요! 분위기 최고!,4.0,1,9,0.9201850295066833
9969,맛있게 먹었는데 고기양이 좀 적었습니다ㅜㅜ,4.0,1,6,0.3818081319332123
9970,안심 부드럽고 맛있어요,5.0,1,9,0.6611554026603699
9971,좋아요,5.0,1,5,0.350778728723526
9972,카레돈카츠 완전 맛있어요; 주메뉴도 아닌데 이렇게 맛있어도 되나요?,5.0,1,9,0.9744471311569214
9973,잘먹었습니다 갈치는 항상 춘심이네입니당,5.0,1,9,0.9048842191696167
9974,좋았어요,3.5,0,9,0.2838371992111206
9975,고기말이가 맛있어요 :) 다이어트중인데 부담없이 먹을 수 있어서 좋았어요~ 직원분들도 친절하시고 또 오고싶어요,5.0,1,9,0.9462673664093018
9976,"휴가 때 기분낼겸해서 다녀왔는데 아주 좋았습니다!
태풍걱정했는데 비도 안와서 야경도 좋았고 아주 즐겁게 다녀 왔네요~!ㅎㅎ",5.0,1,9,0.9676533341407776
9977,맛최고,4.0,1,9,0.7571596503257751
9978,만두가 끝도 없이 들어가는 개인적인 만두 맛집! ,5.0,1,9,0.5860824584960938
9979,"가격은 비싸지만 위치좋고 브런치메뉴도 좋고 커피도 맛있어요!
사진많이 찍으세요ㅎㅎ",5.0,1,9,0.6075950860977173
9980,회 너무 먹고싶어서 찾아왔는데 아주 사장님도 친절하시고 음식도 너무 맛있어서 너무 만족해요,5.0,1,9,0.976586103439331
9981,분위기 짱이지,4.5,1,9,0.5041479468345642
9982,순두부 고소하고 맛있어여!!,4.5,1,9,0.826651394367218
