,리뷰,평점,라벨링,predicted,score
17541,일단 들어가자마자 친절하게 인사해주시고 고기도 두툼하게 썰어서 먹기좋게 만들어주셔서 감사했어요 .. ㅠㅠ 맛있게 먹는법도 다양하게 만들어주시구ㅠㅠ 고기도 정말 제가 먹어본 모든 흑돼지중에 가장 맛있고 부드러웠습니다 ! 직원분들도 너무너무 친절하셨구 다음에 또 제주에 온다면 무조건 다시 올 예정입니다 ㅜㅜ,5.0,1,9,0.9888733625411987
17542,"정말 좋은 시간이었어요 
홍차가 너무 맛있어서 나가는 길에 한가득 사버렸네요 다음 코스도 기대가 됩니다",5.0,1,9,0.815887987613678
17543,음식은 맛있었으나 포크와 수저에 세척이 덜 되어 뭐가 붙어있어 알바분께 새로운 식기로 교환해달라 했더니 붙은것만 떼어내고 그대로 주더군요,2.0,0,5,0.3779084384441376
17544,"남자친구랑 전날 고량주 한병 까고 숙취에 찌들어 해장을 찾아 다니다가 짬뽕이나 국밥은 너무 물려서 라멘집에 들렸는데 빨간 국물은 말 할것도 없이 칼칼하니 너무 맛있었고 맑은 국물도 
마늘 빻아넣으니 담백하고 깔끔하니 너무 좋았어요 생각도 못했는데 차슈도 불향이 확 나서 그런지 느끼한거 하나 없이 맛있었고 뻑뻑하거나 너무 비계도 아닌 적당하게 보들보들 맛있는 
고기였어요 ! 계란도 촉촉하게 딱 적당한 반숙이었고 직원님들도 얼마나 친절하신지 제가 먼저 인스타 있냐고 여쭤봐서 토리에 언급할 정도였어요 ㅠㅠ 오늘 나름 데이트라고 딱붙는 ...",5.0,1,9,0.9728415012359619
17545,맛있고 가성비 좋아요,5.0,1,9,0.5715029239654541
17546,매장내 테이블 비워두기 해놓으셔서 맘편히 먹었어요,4.0,1,7,0.4189397692680359
17547,최고최고!,5.0,1,9,0.9593006372451782
17548,맛있어요~,5.0,1,6,0.33417654037475586
17549,"직원들이 친철하고 인테리어도 예쁘고 분위기도 좋아요. 여러 메뉴중 특히 로제파스타 진짜 최고였어요!!
또 생각날거같아여ㅎㅎㅎ
번창하시고 다음에 또 찾아가겠습니다",5.0,1,9,0.9730634689331055
17550,ㅇ,4.0,1,5,0.5644456744194031
17551,든든하게 국밥 잘 먹고 갑니다~국물도 괜찮고 일찍 오픈해서 좋네요!,4.0,1,9,0.33877798914909363
17552,너무 맛잇게 잘 먹고갑니다!,5.0,1,9,0.9604029655456543
17553,언제 가도 맛있어여 ~~~~~~,4.5,1,9,0.7140728831291199
17554,전복죽만 세개 주문할 정도로 비주얼이 독특했어요~ 제주도에서 전복회 들어간 곳 처음봤는데 부모님도 좋아하셨던 곳이라 기억에 남아요~~!!,5.0,1,9,0.9238784909248352
17555,맛있어요,4.0,1,6,0.43294763565063477
17556,항상 잘 먹고 있습니당,5.0,1,9,0.9381103515625
17557,"가게 분위기도 좋고 음식도 대체로 맛있어요ㅎㅎ
건강한 맛 :) 당근쥬스는 착즙해서 신선한 맛이네요~
다음에 기회되면 한번더 와도 좋을것같아요.!",4.5,1,9,0.8866140246391296
17558,"반반피자는 진짜 존맛탱에 가까움. 피자만 먹기아쉬워서 파스타 먹을려고했는데 로제새우는 뭐때문인지 안된다해서, 스파이시 크림.파스타했는데 파스타는 가성비 개창렬느낌.. 맛도 어디가도 먹을수있는 맛. 하지만 피자는 맛있.",3.0,0,5,0.6279110312461853
17559,👍🏻,3.0,0,9,0.6846738457679749
17560,매번 와도 같은 코스를 경험해도 결코 똑같지 않은 느낌으로 다가와요 차를 다루는 공간 중 가장 애정하는 곳,5.0,1,9,0.9838204383850098
17561,깔끔하고 좋아요,5.0,1,6,0.43606260418891907
17562,"너뮤 맛있게 잘먹었습니다 재방문 의사 200%

직원분들 다들 친절하시고 좋아요 !!",5.0,1,9,0.9778993129730225
17563,좋아요,4.5,1,6,0.4311637580394745
17564,시원한 맛이 덜해요,3.5,0,5,0.366781085729599
17565,좋아요,5.0,1,6,0.4311637580394745
17566,우선 사장님께서 너무친절하시고 순대국이 진짜 너무 맛있어서 별 5개 드립니다 ㅎㅎ,5.0,1,9,0.9810789823532104
17567,아주 맛있어요,5.0,1,9,0.8229290843009949
17568,"예약자 이름을 말했는데도 계속 몇명이냐고만 물어보시고 네이버예약시 제공하신다는 군만두는 보지도 못했네요...
음식은 맛있는데 서비스는 영....오히려 합정점이 훨씬 친절하고 좋았습니다.",2.0,0,3,0.36776772141456604
17569,"티비 나왔다해서 가봤는데 스파게티 맛이 이것도 저것도 아닌듯한 맛이랄까. 가격대비 가성비도 별로고, 퓨전으로 만든듯한데 맛이라 특이하긴 했지만 맛이 있지는 않았네요. 특히 까르보나라는 그 특유의 느끼하고 크리미한 맛도없었고, 마치 된장을 첨가한듯한 느낌이랄까 뭐라 딱히 말하기 어렵네요. 화장실 가는 길이 특이해서 티비 나온것 같고 맛이 있어서 나온건 아닌듯 합니다. 같이 같던 친구도 저와 같은 의견이고요. 어디까지나 개인적인 느낌일뿐이니 참고만 하세요. 맛이란건 개인차가 많을 수 있으니.",3.0,0,1,0.3420557677745819
17570,완전 촤고다촤가도ㅓ,5.0,1,9,0.9478254914283752
17571,가성비 맛집💜👏,4.5,1,9,0.8487516641616821
17572,분위기 좋아요,5.0,1,9,0.33147430419921875
17573,굿굿,4.0,1,9,0.3802984356880188
17574,빵은 맛있는데 탄조각덩어리들이 많이 붙어있어서 탄맛이났어요ㅠㅠ,4.0,1,6,0.4802749454975128
17575,먹어본떡중에 젤맛있습니당ㆍ,5.0,1,9,0.8921687006950378
17576,"텃만꿍 완전 맛있어요 
사장님 친절하시구 좋았어요",4.0,1,9,0.9534510374069214
17577,"분위기도 좋았고, 음식도 괜찮았습니다.
물론, 직원분들도 친절하셨구요~^^",5.0,1,9,0.7804374694824219
17578,숙소근처라 찾아간곳 입구에서도 간판이 잘 안보여서 찾기힘들었다. 테이블이 많지는 않다.  연어사케동과 로제소스고등어구이 주문. 연어사케동 맛있다..큼직한 연어가 듬뿍 .. 로제소스 고등어구이는 쏘쏘..,4.0,1,6,0.4884154796600342
17579,"맛있었고, 예약해서 할인받아서 좋았어요~",5.0,1,9,0.6102449893951416
17580,전날 과음하고 해장하러 갔는데 짱이였어요 ㅎㅎㅎ,4.5,1,9,0.9251489639282227
17581,맛있어요!,5.0,1,9,0.4695803225040436
17582,좋아요,5.0,1,6,0.4311637580394745
17583,"처음으로 리뷰 남깁니다.  우럭 튀김을 부숴주시면서, ‘우럭이 살이 없네, 하긴 살이 마를 때긴 하지...’라고 혼잣말 처럼 말씀 하시더군요.  우럭(조피볼락)은 겨울이 철인 생선이긴 하지만, 가을에 살이 마른다는 소리는 처음 듣네요. 전날 수산시
장에서 본 우럭들도 살집이 제법 좋아보였습니다.  사진에서 보시다시피, 우럭은 살은 찾아보기 정밀 힘들고 뼈랑 껍질만 있는 수준이네요. 네, 회를 위한 펠렛을 뜨고 남은 우럭으로 튀겨주신 것으로 보입니다. 원래 음식이 그럼 음식이라면, 그
렇게 설명해주셨다면, 리뷰를 이렇게 쓰진 않았을겁니다.(하지만 다른 사진과, 그날 다른 테이블에서 본 튀김은 다른 모습이기에 리뷰 남깁니다. 평소라면 바로 컴플레인 걸었겠지만, 여행중인 동행자들 기분 생각해서 참고 나왔네요.",0.5,0,5,0.46987447142601013
17584,여기 완젼 족발  김치찌개 맛집입니다^^,5.0,1,9,0.937804102897644
17585,국은 국물이 진~하고 생각보다 더 걸쭉하고 맛있어요! 평일 9시에 도착했는데 1시간 기다렸어요~ 앞에공영주차장에 주차하면 되는데 가게에서 1시간만 무료해주고 나머지 차액은 결제했어요. 평균 1시간 이상씩 기다리는데 이 부분은 개선되었으면 좋겠네요 :),4.0,1,6,0.49749308824539185
17586,맛있게 잘 먹었어요,5.0,1,9,0.2830820083618164
17587,가족이랑 왔어요~ 완전 강추합니다. 잘 먹고 갑니다. 감사합니다❤,5.0,1,9,0.9824108481407166
17588,마시써용,5.0,1,9,0.6524556875228882
17589,"리뷰가 좋아서 도전했는데..저희 가족에게는 충격적인 맛이었어요 ㅠㅠ 네명이 3분의 1도 못 먹었습니다.  저희 아들이 한마디 얘기했어요. 이것은 치킨인가 디저트인가....라고.........  양과 깔끔함 등은 좋았습니다 하지만 입맛은 개인적인거니
까요 ㅠㅠㅠ",3.5,0,5,0.44440603256225586
17590,"식전빵부터 메인, 에이드까지 전부 다 맛있었어요!!
양도 푸짐하고 맛도 맛있어서 대만족😀",5.0,1,9,0.9805635213851929
17591,리뷰보고 반신반의 마음으로 방문했는데... 이유를 알수있는 맛!! 제주도에서 드디어 처음 가격대비 맛있는 음식 먹어요 ㅠ 돈값합니다 증말루유~,5.0,1,9,0.9821735620498657
17592,원래 고로케 잘 안먹는데 오며가며 갓 튀긴 뜨거운 고로케 골라먹는 재미에 갑니다.,4.0,1,5,0.5106607675552368
17593,우선 너무 친절하셔서 식사내내 기분이 좋았습니다! 거기다 회도 신선하고 나오는 스끼다시도 다 맛있었어요!! 계속 배려해주셔서 감사했어요~~~ 다음에 제주도 오게되면 또 방문할거에요^^ ,5.0,1,9,0.964195191860199
17594,곰치국 맛집!  근데 한겨울에 먹었던 그 개운함이 덜했어요. 역시 제철에 먹어야 -.-);;,4.0,1,7,0.4614068269729614
17595,건물도 엄청 크고 내부도 넓직하네요. 직원 친절하게 응대해주시고 맛도 굿입니다!,5.0,1,9,0.6572669148445129
17596,사장님도 친절하시고 음식도 너무 맛있어요~,5.0,1,9,0.9353690147399902
17597,맛있어요,3.0,0,6,0.43294763565063477
17598,도저히 못가 입맛대로,5.0,1,0,0.32321950793266296
17599,굳,5.0,1,9,0.33346933126449585
17600,다음 친구들 모임은 요기다ㅎㅎㅎ,5.0,1,7,0.4807710647583008
17601,아메리카노가 7천원.. 비싸요 ㅜㅜ,4.0,1,5,0.6459312438964844
17602,맛이있어요,4.0,1,9,0.3474876880645752
17603,뷰맛집이지만 가격은 비쌈 ㄷㄷㄷ,4.0,1,6,0.417820006608963
17604,맛잇어요,2.5,0,6,0.43254151940345764
17605,"그냥먹을만함
빠르게 세팅해주심
그런데 조금 비싼거같음",4.0,1,6,0.4371950924396515
17606,일단 맛있어요! 양도 많고 꼼꼼히 포장해주셔서 좋아요👍🏻,5.0,1,9,0.9318772554397583
17607,"오픈한지 일주일된 신상맛집 우리나라에서도 이렇게 맛난시오라면을 만날수있다는데 감동...심지어 라멘 안좋아하는1인 그리고 후쿠오카식 미니오코노미야키도 너모새롭고맛있었어요~잘먹었습니다^^ 대박나시길 #부산라멘 #타카라멘 #서면라멘집 #서면라멘맛집 #시오라멘 #후쿠오
카식오코노미야끼",5.0,1,9,0.9863278865814209
17608,"바깥에 테이블이 많아요~ 봄이 예쁠듯~ 아주 깔끔한느낌은 아닌데, 실내자리없어서 밖에서 먹었네요~",4.0,1,5,0.6117823719978333
17609,"고기 질도 괜찮고 무엇보다 떡볶이ㅋㅋㅋ존맛ㅠ
더 흥했으면 하는 집,,,",5.0,1,9,0.9371653199195862
17610,여름 코스 메뉴 맛있어요~,4.0,1,7,0.37687820196151733
17611,"맛있는데 비싸요.
2명이서 194,000원 나오는 곳 ㅜㅜ",5.0,1,5,0.4482394754886627
17612,"여기가 왜 유명한지...
제주 향토 음식이라 먹어봤는데 내 입에는 너무 안 맞아요....",2.0,0,1,0.31701019406318665
17613,ㅡ,5.0,1,5,0.27847421169281006
17614,"차분한 분위기 & 친절한  service 가 아주 좋습니다..친구, 연인과 같이 오시길 강추합니다 ~",5.0,1,9,0.9654017090797424
17615,"복자에이드가 상큼하고 라떼들도 너무 맛있어요
소품들도 예쁘고 인테리어도 잘돼있어서 아주 좋았어요~",5.0,1,9,0.9312189817428589
17616,"기념일이나 우리가족 외식으로 이용하는곳이예요~스테이크 먹고싶을때^^이번에 친구들과 갔는데,  가족들과 오고 싶을정도로 고급스럽고,  맛있다고하네요♥",5.0,1,9,0.9368391036987305
17617,^^,5.0,1,6,0.29968127608299255
17618,직원분들도 친절하시고 음식도 완전 맛나요!,5.0,1,9,0.9713307023048401
17619,갈비살이 정말 맛있어요,4.0,1,9,0.7827927470207214
17620,죽이네요 ㅎㅎ 술이 빠지면 섭섭하죠 ㅋㅋ 넘 잘먹고 가네요,5.0,1,9,0.9839135408401489
17621,"분위기도 좋고 음식도 너무너무 맛있어요!!!
완전 추천합니다:)",5.0,1,9,0.9794346690177917
17622,조금 비싸지만 정갈하고 맛나요 ㅎ,4.0,1,7,0.4604172110557556
17623,"맛있어요~~ 순한맛, 얼큰둘다 먹어봤는데 순한맛이 더 시원한거 같아요~",5.0,1,7,0.3778407573699951
17624,너무 맛있어서 자주 오게 되네요. ㅎㅎ,5.0,1,9,0.9682954549789429
17625,그리스 전통음식 파스타 맛볼 수 있어요,5.0,1,9,0.6598145961761475
17626,너무 맛있게 잘먹었어요!! ,5.0,1,9,0.9610998034477234
17627,맛있어요,5.0,1,6,0.43294763565063477
17628,간도 적당하고 친절하고 맛도 좋은데 이 날 양이 좀 적게 포장되서 아쉬웠어요ㅠㅠ 원래 더 많이 주셨는데ㅜㅜ 다른 분이랑 같이 포장되면서 적게 들어온 것 같아요. 포장 때 양이 일정치않다는 게 아쉽습니다ㅜㅜ,3.5,0,6,0.5291653275489807
17629,"맛있어요~
자주이용하고싶은데  예약잡기가  너무힘들어요ㅠ",5.0,1,6,0.4698925316333771
17630,좋아요,4.0,1,6,0.4311637580394745
17631,얼큰하고 시원하니 정말 맛나요,5.0,1,9,0.874767541885376
17632,꼼장어랑 볶음밥 미쳤어요!! 너무 맛있어요,5.0,1,9,0.9653363823890686
17633,저렴한 가격에 구성 완전 알찹니다..!! 분위기도 좋고 모임장소로 딱입니다.,5.0,1,9,0.9565197229385376
17634,새우튀김 맛있어요~~,4.0,1,7,0.31065914034843445
17635,한조각도 양이 많네요 맛있었어요👏,5.0,1,7,0.5245572328567505
17636,서비스는 물론이고 맛과 분위기 심지어 가격까지도 가성비가 좋은 곳입니다. 제가 간날은 재즈공연을 했는데 선물을 받은 느낌이었습니다. 다시한번이 다시 몇번이라도 재방문 하고 싶은 곳입니다,5.0,1,9,0.9795678853988647
17637,깨끗하고 넓고 분위기 좋고 친절하세요. 고기는 당연히 맛있고 밑반찬도 맛이 깔끔하네요. 태블릿으로 바로바로 주문할 수 있어서 편해요.,5.0,1,9,0.8279185891151428
17638,맛이 이전만 못함...감자도 조림에 안들어감,3.0,0,0,0.35725200176239014
17639,매번 올때마다 만족합니다!! 위생적으로 신경잘써주시는거같아요ㅎㅎㅎ 음식들양도 푸짐하고 맛도좋고!!,5.0,1,9,0.974714994430542
17640,웨이팅 넘 길어요 ㅜㅜ,4.0,1,6,0.46492189168930054
17641,진짜 매운데 존맛,5.0,1,9,0.9763216972351074
17642,넘 맛나요,5.0,1,6,0.2769608795642853
17643,"핸드드립 커피 정말 깔끔하면서 고소해요ㅠㅜ
티라미수랑 함께 먹으니 더더욱 맛있어요❤️",5.0,1,9,0.9799278974533081
17644,맛있어요 가게가 오래되서 그런지 화장실은 좀 가기 불편하네요,4.0,1,6,0.42404621839523315
17645,맛나게 먹었어요!,4.5,1,9,0.34421923756599426
17646,굿,3.5,0,6,0.4950698912143707
17647,"산방산과 바다 둘 다 즐길 수 있는 카페
커피도 맛남^^",4.5,1,9,0.8141432404518127
17648,"너무맛있어서 제주올때마다 방문해요
진짜 오메기떡
최고맛집에요~~",5.0,1,9,0.9892420172691345
17649,"냉면 국물이 좋고 맛있어요
개운하고 또 먹고싶어요ㅎ
만두는 담백하고 참기름냄새가 고소해요",4.5,1,6,0.34581679105758667
17650,쫄면도 맛있지만 밀면도 면이 챙글탱글해서 맛있네요 회식하기 딱 적합한 장소네요 잠잠해지면 와서 해야겠네요,5.0,1,9,0.8594100475311279
17651,물회 굳,5.0,1,9,0.5866127610206604
17652,부산에서 유명한 식당 이도라구요 ㅎㅎ 부산 여행 오면 한번쯤은 들릴만한 곳이에여 !! 전 부산 갈때마다 들리는데 진짜 인기가 많은거같네여 서비스도 좋고 가성비도 좋아서 짱임 !,5.0,1,9,0.9886600971221924
17653,맛있어요 바로 앞 바다 뷰가 최고네요,5.0,1,9,0.8465954661369324
17654,리코타 샐러드는 상큼하고 로제파스타는 약간 매콤하니 맛있습니다. 양고기 수블라키는 양고기 냄새도 나지않았어요. 피자는 역시 만들자마자 먹으니 치즈도 잘 늘어나고 도우도 얇고 쫀득해서 좋았습니다.,4.5,1,9,0.7161848545074463
17655,매장이 깔끔하고 음식도 맛나요,5.0,1,9,0.4939080774784088
17656,활오복탕 완전 완전 맛있었어요 꼭 꼭 가보시길 바랍니다,5.0,1,9,0.9853192567825317
17657,"음식도 맛있고 종업원분들도 너무 친절하셔서 가족이서 좋은 시간 보냈습니다:) 감사합니다!
와인도 저렴하고 맛있었습니다! ",5.0,1,9,0.9458069801330566
17658,예약하면20%라는데 항상 예약을 까먹어요,4.5,1,5,0.7716819047927856
17659,구산역점 교촌치킨 콤보 반반 매운맛과 간장맛을 동시에 바싹하게 튀겨 너무 맛있었다 포장시 콜라주는게 좀 아쉽긴 하다 ,3.5,0,7,0.4864181578159332
17660,불친절한 건 아닌데 손님 없을 때도 2인이라 창가 쇼파 자리 못앉게 해요(3인 이상 자리래요) 무화과 플래터가 샌드위치보다 더 비싼 9천원이지만 빵 작은 거 세 조각에 무화과 네 조각.....나가서 다른 거 사먹었어요,3.5,0,6,0.5825988054275513
17661,옹심이칼국수 추천,5.0,1,9,0.5336778163909912
17662,맛이 특이하네요,4.0,1,5,0.6341632008552551
17663,육수가 엄청 맛있어요 먹어본 밀면집중에 최고입니다 넘버원! 잘먹었습니다,5.0,1,9,0.9705727696418762
17664,맛나요,4.5,1,6,0.2830806374549866
17665,먹을만합니다,4.0,1,6,0.513303279876709
17666,"맛은 그냥 쏘쏘였는데..관광지라 그런지 너무 비싸요
문어라면보다는 차라리 고기라면이 맛있었어요",3.0,0,5,0.7126099467277527
17667,재료 신선하고 아름답게 나와요~맛있어요!!,5.0,1,9,0.682780921459198
17668,맛있어요,4.0,1,6,0.43294763565063477
17669,맛,5.0,1,5,0.3920304775238037
17670,"분위기 최고 데이트장소로도 최고! 
구성도 좋고 다양하게 먹을수있어서 너무 좋았어요 오랜만에 친구랑 여유롭게 즐기고왔네요 번창하세요^^",5.0,1,9,0.9857985973358154
17671,너무맛있어요ㅠ일부러 들름~~,5.0,1,9,0.8756762146949768
17672,"트리플 지하 식당가에 있어요~
주문하기 어렵지도 않고 맛도 있고!
예약해서 서비스로 받은 난도 맛있습니다",5.0,1,9,0.6938502788543701
17673,"전복돌솥밥은 약간 비린? 맛이 나는듯 하구요...양이 좀 작은듯 하네요... 반찬은 10가지인데 대체적으로 단맛이 나구요. 전복죽은 포장을했는데 김치같은 부수적인 반찬은 하나도 안주셔서 당황했네요...ㅡㅡ
간이 센것도 아닌데... 그냥 어떻게 먹으라는건지... 밑반찬 몇가지라도 포장엔 넣어주셨음 좋겠네요. 수저도 없고... 펜션에서 소개받고 갔는데 제 입맛엔 아닌듯요...ㅜㅜ",3.0,0,3,0.3727751076221466
17674,맛있어서 좋아요.,5.0,1,9,0.37971973419189453
17675,제주도 갈 때 마다 갈 맛집,5.0,1,9,0.9452385306358337
17676,맛있어요!!!!!!!,5.0,1,9,0.7005736231803894
17677,밑반찬이 맛있더라구요!!직원 분들이 친절하시고 고기 맛도좋았어요,5.0,1,9,0.5066726207733154
17678,"사장님이랑 직원분도 넘 친절하시고 좋아요!!👍🏻👍🏻
매장도 청결하고 넘 맛있어요💛",5.0,1,9,0.9698398113250732
17679,국밥이 찐하고 맛있었어요,5.0,1,6,0.6026766300201416
17680,좋아유,4.0,1,9,0.3694705367088318
17681,깔끔하고 너무 좋아용,5.0,1,9,0.9839127659797668
17682,요기고깃집 진짜맛잇어요 ㅎㅎ 사장님도 친절하시고 배부르게먹구갑니다 ㅎㅎ,5.0,1,9,0.9906964302062988
17683,맛나게 잘 먹었습니다,5.0,1,9,0.33685410022735596
17684,돈까츠만 먹기에는 우동도 너무 맛있는곳이예요 고소하고 씹을수록 육즙 장난아니예요 최곱니다,5.0,1,9,0.9576032161712646
17685,직원친절하고가성비 짱,4.0,1,9,0.4702529013156891
17686,맛있고 친절하세요,5.0,1,9,0.7107829451560974
17687,좋아요,4.0,1,6,0.4311637580394745
17688,경치가 다했어요… 해운데 시그니처!!,4.0,1,9,0.47124502062797546
17689,점점 대구가 작아져요,3.0,0,5,0.4464680552482605
17690,마시써여,4.5,1,9,0.3512217402458191
17691,최고예요,5.0,1,9,0.9358761310577393
17692,비싸지만 맛있어요~!,4.5,1,7,0.3632536232471466
17693,꼬막비빔밥 정말 맛있었어요~~^^ 미역국도 진짜 맛있었어요~~직원들도 친절하고 반찬도 더 가져다 주시고 다음에 또 방문할게요,5.0,1,9,0.8403192758560181
17694,맛집이라고 해서 방문해 봤는데 정말 다르네요~! 회가 신선해 그런지 식감도 대박,5.0,1,9,0.785025417804718
17695,분위기와 인테리어는 맘에 드는데 근무하시던 여자분이 좀 불친절하다는 인상을 받았습니다.,3.5,0,5,0.5896122455596924
17696,맛있어요 개인적으로 투움바가 제일 좋아요,5.0,1,9,0.4682861864566803
17697,뷰가 좋아요.,5.0,1,9,0.5306727886199951
17698,마늘빵 정말 최고예요,3.0,0,9,0.8748948574066162
17699,칸막이도 있어서 조금 더 안심되었고 저 포함 4명이서만 코스를 진행해서 더 재미있었어요. 웰컴티 말고 새로운 느낌으로 시작해서 아쉬웠어요,4.5,1,8,0.3919104039669037
17700,매장이 깔끔하고 정리정돈이 잘 되어있어요 친절해서 좋았어요,5.0,1,9,0.8868594765663147
17701,맛있게 잘먹고 갑니다~!,5.0,1,9,0.8783308863639832
17702,음료가격 너무 비싸요 생각보다 그냥그랬어요,1.5,0,5,0.8319525122642517
17703,우왕,4.0,1,9,0.8735311031341553
17704,태국이 요기있네!! 여행 온 기분 느낄 수 있어요!,5.0,1,9,0.7759563326835632
17705,가격대가 좀 있지만 뷰가 좋아요. 그래서 사람도 많네요,4.0,1,7,0.4233890473842621
17706,갈치조림이 달기만 하고 맛없었어요.,1.5,0,1,0.379405677318573
17707,아주매운맛은 진짜 매워요.ㅎ 신전떡볶이도 아주매운맛만 먹는데. 훨씬매움.못 먹을 정도는 아닌데ㅎ 다음에 간다면 2번먹을듯.,5.0,1,5,0.4722368121147156
17708,비오는날은 항상 광안리티앤북스 생각나서 온가족 출동~ 커피한잔에 재미있는책도 보고 편안한 휴식하고왔어요,5.0,1,9,0.843718409538269
17709,"너무 맜있어요!!!
다음에 또 올께요!!!
최고!!!!",5.0,1,9,0.935275673866272
17710,최고,5.0,1,9,0.7021973729133606
17711,"오픈키친이라 위생적이였어요
맛있어요",4.5,1,9,0.5580950975418091
17712,마농바게트가 제일 맛있습니다!! 언제나 먹어도 달달한 마늘바게트입니다. 그런데 가격이 저렴하지는 않습니다.,4.0,1,7,0.4014088809490204
17713,당근 케이크가 맛있어요~,4.0,1,7,0.46728605031967163
17714,굿,5.0,1,6,0.4950698912143707
17715,우럭튀김 맛 있게 먹었습니다.,4.0,1,7,0.3181540071964264
17716,"조천읍 동네 맛있는 빵집? 흔한듯 전여 흔하지않은 빵맛집 👍🏻 마늘빵 맛집 인듯? 💛 공간은 작은 동네 빵집이다. 손님이 많아 바뻐도 친절한 직원 분들 배려심 최고 😍 나도 추천 받아 왔지만! 다른이에게도 기분좋게 추천해줄 수 있는 곳! 빵집
의 빵맛 최고면 그거 하나로 다 만족 🙆🏻‍♀️ 역시 동네 맛집이 최고 인듯.",5.0,1,9,0.9862630367279053
17717,해장국은이곳입니닺,5.0,1,9,0.3569391369819641
17718,브런치 추천해요,4.0,1,7,0.32770010828971863
17719,고기먹으러 갔다가 해물까지 배불리 먹을수있는곳ㅎㅎ 너무 맛있게 잘 먹었습니다!,5.0,1,9,0.9917427897453308
17720,어른들이 좋아하는 음식임 사람이 붐비는 시간을 피해가야 여유있게 먹을 수 있어요.전보다 양이 적어진듯한 이 느낌,4.0,1,6,0.674804151058197
17721,마늘바게트.인절미 뭐시깽이 진짜 존맛탱입니다,5.0,1,9,0.978513777256012
17722,너무너무 맛있어요>_<,5.0,1,9,0.9649839997291565
17723,진짜 너무너무너무 맛나요,5.0,1,9,0.9799526333808899
17724,전복설렁탕/물회/ 만두 클리어~~  정말 맛있어요!  에피타이저 전복죽도 최공,5.0,1,9,0.7387819886207581
17725,제일 좋아하는 케이크집. 당근케이크 맛집입니다. 판교 오픈 초기부터 늘 자주 가는 곳이예요. 코로나라 매장이용보다는 포장해가는편~,5.0,1,9,0.5890063643455505
17726,고기국수 맛있어요,4.0,1,7,0.3925956189632416
17727,기본 콩국 진짜 꼬소하고 맛잇엇어요,3.5,0,9,0.7273087501525879
17728,옛날에 자주가던 맛집 최근 다시 가기 시작함,5.0,1,6,0.45894163846969604
17729,음식에 정성을 다하는게 느껴집니다~! 짱짱 맛집입니다. 담에 또 올게요!,5.0,1,9,0.9580073356628418
17730,최고입니다 재료가 정말 신선하고 넘 맛있어요 또 가고 싶어요,5.0,1,9,0.9759557247161865
17731,새로오신 알바분이신가 너무 친절하시고 음식도 맛있어요 가성비짱!,5.0,1,9,0.9720038175582886
17732,맛있어요,5.0,1,6,0.43294763565063477
17733,"피자진짜 맛있어요ㅠㅠ
가족들도 맛있게먹어서 단골될것같아요ㅎㅎ",5.0,1,9,0.9469524025917053
17734,여전히 맛있음,4.0,1,9,0.8892172574996948
17735,참치 초밥 너무 맛있게 잘 먹었고 그 외 다른 스시들도 회를 잘 못 먹는 편인데 거부감 없이 너무 맛있게 먹었습니다. 같이 간 일행이 고등어초밥을 먹고싶어 일부러 찾아 간 곳이었는데 제가 간 날은 안 된다고 하셔서 그 부분이 좀 많이 아쉬웠네요. 아무튼 또 가게 될 곳 같아요 ^^,4.5,1,8,0.4868951737880707
17736,"직접 친절하게 고기 구워주시고 맛있습니다
다음에 또 올게요",5.0,1,9,0.6716387271881104
17737,"소막골 진짜 맛있어요!
바쁜데도 직원분들이 센스있고 친절하셔서 좋아요!!",5.0,1,9,0.9168592095375061
17738,여자만 좋아할 공간ㅋ 인스타와 허영심 자랑질,3.0,0,9,0.9432761669158936
17739,맛있어요,5.0,1,6,0.43294763565063477
17740,음식이 맛있습니다. ,5.0,1,7,0.40368416905403137
17741,"네이버로 예약하면 취소되거나 예약확정이었다가 시간이 변경되곤 해서 보통 전화로 예약을 하는데, 가끔 그렇게 번거로움에도 불구하고 가요 ㅋㅋ 애견동반하기 더할나위없이 좋은 곳이고, 직원분들도 늘 친절하세요~ 항상 감사합니다~ 또 방문할께요 :)",5.0,1,9,0.9273304343223572
17742,좋아요,5.0,1,6,0.4311637580394745
17743,매장이 예쁘고 넓어서 쾌적해여! 브런치도 맛나요,5.0,1,9,0.550059974193573
17744,매장도 깔끔하고 음식들도 다 맛있어서 어른들 모시고 가기에 너무 좋을것 같습니다,5.0,1,9,0.9550192952156067
17745,"갈치가 겉은 바삭하고 속은 촉촉하면서 간도 적당했어요! 고등어 구이도 살이 통통한게 간도 맞고 정말 맛있구요.ㅎㅎ 사장님이 친절하셔서 바쁘셔서 물을 늦게 주셨는데 너므 죄송하다고 해주시고 밥은 그래도 빨리 나와서 크게 지체 없이 먹었
어요. 반찬도 각자 다 간도 맞고 맛있으며 특히 생선구이랑 잘 어울리는 반찬들 예를 들어 절임무나 오이김치? 이런 것들이 나와서 좋았습니다!! 또한 찌개?조림으로 고등어 조림이 나왔는대 역시 전문점답게 너무 맛있었는데요. 한 입 먹으면 입
맛이 돌아서 금방 밥 다 먹어요. 1인 당 9900원으로 이정도로 밥 먹기 힘든데 정말 맛있개 먹고 갑니다!!",5.0,1,9,0.9931150078773499
17746,맛나요,4.0,1,6,0.2830806374549866
